utterance	output
who should i contact if my refund doesn't go through?	[IN:REFUND_NOT_SHOWING_UP who should i contact if my refund doesn't go through?]
The app won't let me transfer money to a beneficiary	[IN:BENEFICIARY_NOT_ALLOWED The app won't let me transfer money to a beneficiary]
Is a bank transfer acceptable for topping up my account?	[IN:TRANSFER_INTO_ACCOUNT Is a bank transfer acceptable for topping up my account?]
And do you have virtual cards instead of physical ones?	[IN:GETTING_VIRTUAL_CARD And do you have virtual cards instead of physical ones?]
How to order my card?	[IN:ORDER_PHYSICAL_CARD How to order my card?]
Who do I call to activate my new card?	[IN:ACTIVATE_MY_CARD Who do I call to activate my new card?]
Where did this extra €1 fee on my statement come from?	[IN:EXTRA_CHARGE_ON_STATEMENT Where did this extra €1 fee on my statement come from?]
Using international ATMs messes up the exchange rate.	[IN:WRONG_EXCHANGE_RATE_FOR_CASH_WITHDRAWAL Using international ATMs messes up the exchange rate.]
How do I go about verifying my identity?	[IN:VERIFY_MY_IDENTITY How do I go about verifying my identity?]
Should my top-up be completed by now?	[IN:PENDING_TOP_UP Should my top-up be completed by now?]
Why was a fee changed for my transfer?	[IN:TRANSFER_FEE_CHARGED Why was a fee changed for my transfer?]
What value can I get for my currency?	[IN:EXCHANGE_RATE What value can I get for my currency?]
What do I do to Top up my card?	[IN:TOPPING_UP_BY_CARD What do I do to Top up my card?]
I would like to get additional physical cards at this time	[IN:GETTING_SPARE_CARD I would like to get additional physical cards at this time]
I didn't enjoy my tutor session and want a refund back. How do I go about doing this?	[IN:REQUEST_REFUND I didn't enjoy my tutor session and want a refund back. How do I go about doing this?]
Do I need a photo ID to activate a my new card?	[IN:ACTIVATE_MY_CARD Do I need a photo ID to activate a my new card?]
How will I know where my funds are coming from?	[IN:VERIFY_SOURCE_OF_FUNDS How will I know where my funds are coming from?]
I'm unable to verify my identity	[IN:UNABLE_TO_VERIFY_IDENTITY I'm unable to verify my identity]
Explain why I can't do a transfer to an account.	[IN:BENEFICIARY_NOT_ALLOWED Explain why I can't do a transfer to an account.]
Do I have a card PIN?	[IN:GET_PHYSICAL_CARD Do I have a card PIN?]
Please tell me where I can update my details since I moved.	[IN:EDIT_PERSONAL_DETAILS Please tell me where I can update my details since I moved.]
My card isn't here yet.	[IN:CARD_ARRIVAL My card isn't here yet.]
Are there any charges for top ups?	[IN:TOP_UP_BY_CARD_CHARGE Are there any charges for top ups?]
I don't know my PIN, how can I find that out?	[IN:GET_PHYSICAL_CARD I don't know my PIN, how can I find that out?]
What is the reason that my top-up is still pending?	[IN:PENDING_TOP_UP What is the reason that my top-up is still pending?]
Do you offer account's for minors?	[IN:AGE_LIMIT Do you offer account's for minors?]
I have a second credit card from the US. Will you take it?	[IN:SUPPORTED_CARDS_AND_CURRENCIES I have a second credit card from the US. Will you take it?]
How do I know how much money I will have when I travel abroad?	[IN:EXCHANGE_RATE How do I know how much money I will have when I travel abroad?]
How do I turn on my new card?	[IN:ACTIVATE_MY_CARD How do I turn on my new card?]
i cannot get virtual card to work	[IN:VIRTUAL_CARD_NOT_WORKING i cannot get virtual card to work]
I keep checking my statements but no progress.I requested a refund but seems it's not reaching my account for some reason. Can you please help me get the money back from the seller for me	[IN:REFUND_NOT_SHOWING_UP I keep checking my statements but no progress.I requested a refund but seems it's not reaching my account for some reason. Can you please help me get the money back from the seller for me]
Please let me know how to place an order for a virtual card	[IN:GETTING_VIRTUAL_CARD Please let me know how to place an order for a virtual card]
I got cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I already received the cash?	[IN:PENDING_CASH_WITHDRAWAL I got cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I already received the cash?]
Can you tell me how long it takes for a new card to come?	[IN:CARD_DELIVERY_ESTIMATE Can you tell me how long it takes for a new card to come?]
How can I change my address?	[IN:EDIT_PERSONAL_DETAILS How can I change my address?]
The app is showing mt withdrawals that aren't  mine.	[IN:CASH_WITHDRAWAL_NOT_RECOGNISED The app is showing mt withdrawals that aren't  mine.]
Are transfers not free? I didn't know I would be charged for transfers.	[IN:TRANSFER_FEE_CHARGED Are transfers not free? I didn't know I would be charged for transfers.]
My card is not able to be activated how do I get it to work?	[IN:ACTIVATE_MY_CARD My card is not able to be activated how do I get it to work?]
My card data has been exposed.	[IN:COMPROMISED_CARD My card data has been exposed.]
How many disposable cards can you own?	[IN:DISPOSABLE_CARD_LIMITS How many disposable cards can you own?]
How many times can I use a virtual card?	[IN:DISPOSABLE_CARD_LIMITS How many times can I use a virtual card?]
I live in the US and I would like to get a card. How do I go about getting one?	[IN:COUNTRY_SUPPORT I live in the US and I would like to get a card. How do I go about getting one?]
Can I dispute a debit payment that I am seeing that I didn't make from a couple of months ago?	[IN:DIRECT_DEBIT_PAYMENT_NOT_RECOGNISED Can I dispute a debit payment that I am seeing that I didn't make from a couple of months ago?]
There was an extra charge when I used my card	[IN:CARD_PAYMENT_FEE_CHARGED There was an extra charge when I used my card]
Hi I am trying to transfer money to another country but it is showing pending and it has been a long time.  I have checked numbers and they are correct.  Could you please help?	[IN:PENDING_TRANSFER Hi I am trying to transfer money to another country but it is showing pending and it has been a long time.  I have checked numbers and they are correct.  Could you please help?]
What has to be done to verify my identity?	[IN:VERIFY_MY_IDENTITY What has to be done to verify my identity?]
There is a card payment that I'm not recognizing.	[IN:CARD_PAYMENT_NOT_RECOGNISED There is a card payment that I'm not recognizing.]
Help me delete my account.  I am not satisfied with the service.	[IN:TERMINATE_ACCOUNT Help me delete my account.  I am not satisfied with the service.]
What information do I need to gather in order to activate my card?	[IN:ACTIVATE_MY_CARD What information do I need to gather in order to activate my card?]
My top-up didn't work.	[IN:TOP_UP_FAILED My top-up didn't work.]
Hi, I have been transferring money to my friends since morning, but all my transactions were getting failed. Can you please look into this issue.	[IN:FAILED_TRANSFER Hi, I have been transferring money to my friends since morning, but all my transactions were getting failed. Can you please look into this issue.]
i didnt make these transactions, i think my card details might be stolen	[IN:COMPROMISED_CARD i didnt make these transactions, i think my card details might be stolen]
Please explain why my payment was declined? I thought everything was good.	[IN:DECLINED_CARD_PAYMENT Please explain why my payment was declined? I thought everything was good.]
Can you help me find the virtual card?	[IN:GETTING_VIRTUAL_CARD Can you help me find the virtual card?]
need to know places i can withdraw money	[IN:ATM_SUPPORT need to know places i can withdraw money]
Can I get a full list of instructions for identity checks?	[IN:VERIFY_MY_IDENTITY Can I get a full list of instructions for identity checks?]
I noticed my card was used in a small town that I have never been to. Can you stop the card from being used more?	[IN:COMPROMISED_CARD I noticed my card was used in a small town that I have never been to. Can you stop the card from being used more?]
How long will it take for the money to reach my account?	[IN:TRANSFER_TIMING How long will it take for the money to reach my account?]
I need money put into this account from another one.	[IN:TRANSFER_INTO_ACCOUNT I need money put into this account from another one.]
How long will it take to receive my money from my transfer transaction?	[IN:TRANSFER_NOT_RECEIVED_BY_RECIPIENT How long will it take to receive my money from my transfer transaction?]
My card has been lost / stolen	[IN:LOST_OR_STOLEN_CARD My card has been lost / stolen]
I did not ask for the amount of cash that I received.	[IN:WRONG_AMOUNT_OF_CASH_RECEIVED I did not ask for the amount of cash that I received.]
I accidentally exceeded my PIN tries.  Please advise.	[IN:PIN_BLOCKED I accidentally exceeded my PIN tries.  Please advise.]
What are the limits to where my card will be accepted?	[IN:CARD_ACCEPTANCE What are the limits to where my card will be accepted?]
I need help making this transfer. I keep getting an error. I'm trying to purchase a flat but i need my mortgage payment to go through first. Can you help?	[IN:FAILED_TRANSFER I need help making this transfer. I keep getting an error. I'm trying to purchase a flat but i need my mortgage payment to go through first. Can you help?]
Is there a money transfer fee?	[IN:TRANSFER_FEE_CHARGED Is there a money transfer fee?]
With one disposable card how many transactions can i do?	[IN:DISPOSABLE_CARD_LIMITS With one disposable card how many transactions can i do?]
Why hasn't my payment shown up yet?	[IN:PENDING_CARD_PAYMENT Why hasn't my payment shown up yet?]
My cash withdrawal isnt showing on my account	[IN:PENDING_CASH_WITHDRAWAL My cash withdrawal isnt showing on my account]
I want a physical card	[IN:ORDER_PHYSICAL_CARD I want a physical card]
I need assistance addressing a direct debit that I did not do myself.	[IN:DIRECT_DEBIT_PAYMENT_NOT_RECOGNISED I need assistance addressing a direct debit that I did not do myself.]
Please list what fiat currencies are supported for both holding and exchanging.	[IN:FIAT_CURRENCY_SUPPORT Please list what fiat currencies are supported for both holding and exchanging.]
My purchases from this morning are showing up as payment pending. Can you tell me why?	[IN:PENDING_CARD_PAYMENT My purchases from this morning are showing up as payment pending. Can you tell me why?]
How much for an actual card?	[IN:ORDER_PHYSICAL_CARD How much for an actual card?]
When my card expires soon, how fast is the replacement card sent and what are the costs?	[IN:CARD_ABOUT_TO_EXPIRE When my card expires soon, how fast is the replacement card sent and what are the costs?]
Where do I get a disposable virtual card?	[IN:GET_DISPOSABLE_VIRTUAL_CARD Where do I get a disposable virtual card?]
I think I was charged double for something I bought - how long should I wait before reporting this?	[IN:TRANSACTION_CHARGED_TWICE I think I was charged double for something I bought - how long should I wait before reporting this?]
What is the average pending time for a transaction?	[IN:PENDING_TRANSFER What is the average pending time for a transaction?]
Why am I still waiting for a transfer?	[IN:BALANCE_NOT_UPDATED_AFTER_BANK_TRANSFER Why am I still waiting for a transfer?]
I need to activate my card, how is that done?	[IN:ACTIVATE_MY_CARD I need to activate my card, how is that done?]
Can I pay online with my card?	[IN:CARD_ACCEPTANCE Can I pay online with my card?]
Why have my top ups been canceled?	[IN:TOP_UP_REVERTED Why have my top ups been canceled?]
Is there a transaction limit for a disposable card?	[IN:DISPOSABLE_CARD_LIMITS Is there a transaction limit for a disposable card?]
How long does it take to receive my card?	[IN:CARD_DELIVERY_ESTIMATE How long does it take to receive my card?]
I received my card, how do I get it to work in the app?	[IN:CARD_LINKING I received my card, how do I get it to work in the app?]
How do I order a card?	[IN:ORDER_PHYSICAL_CARD How do I order a card?]
Can I increase my top-up maximum?	[IN:TOP_UP_LIMITS Can I increase my top-up maximum?]
can i order cards on the app	[IN:ORDER_PHYSICAL_CARD can i order cards on the app]
Is there a way to reset the passcode?	[IN:PASSCODE_FORGOTTEN Is there a way to reset the passcode?]
How does a US resident go about acquiring a new card?	[IN:COUNTRY_SUPPORT How does a US resident go about acquiring a new card?]
Why did I get charged when getting cash?	[IN:CASH_WITHDRAWAL_CHARGE Why did I get charged when getting cash?]
I need help as fast as possible! I made a mistake on my most recent transfer; can you please stop it before it goes through?	[IN:CANCEL_TRANSFER I need help as fast as possible! I made a mistake on my most recent transfer; can you please stop it before it goes through?]
How do I go about verifying the top-up card?	[IN:VERIFY_TOP_UP How do I go about verifying the top-up card?]
What do I do to activate my new card?	[IN:ACTIVATE_MY_CARD What do I do to activate my new card?]
can the delivery be specific to my needs?	[IN:CARD_DELIVERY_ESTIMATE can the delivery be specific to my needs?]
I'm going on a trip soon and I needed to convert my Russian ruble to UK pounds, but when I did, your company charged me above the exchange rate. Did you mess up my transaction?	[IN:CARD_PAYMENT_WRONG_EXCHANGE_RATE I'm going on a trip soon and I needed to convert my Russian ruble to UK pounds, but when I did, your company charged me above the exchange rate. Did you mess up my transaction?]
Help me access the card I already got so I can information from it.	[IN:CARD_LINKING Help me access the card I already got so I can information from it.]
Do you take SWIFT transfers?	[IN:TOP_UP_BY_BANK_TRANSFER_CHARGE Do you take SWIFT transfers?]
Why am I not seeing the check I deposited this morning in my account?	[IN:BALANCE_NOT_UPDATED_AFTER_CHEQUE_OR_CASH_DEPOSIT Why am I not seeing the check I deposited this morning in my account?]
Why did I get charged a fee for my card payment?	[IN:CARD_PAYMENT_FEE_CHARGED Why did I get charged a fee for my card payment?]
If I have a physical card can I link it?	[IN:CARD_LINKING If I have a physical card can I link it?]
I thought I lost my card but I found it today, so I would like to reactivate it.	[IN:CARD_LINKING I thought I lost my card but I found it today, so I would like to reactivate it.]
Why is there a direct debit payment on my statement that I didn't do?	[IN:DIRECT_DEBIT_PAYMENT_NOT_RECOGNISED Why is there a direct debit payment on my statement that I didn't do?]
Does the app allowing exchanges between USD and GBP	[IN:EXCHANGE_VIA_APP Does the app allowing exchanges between USD and GBP]
Is there a reason why my card was declined when I attempted to withdraw money?	[IN:DECLINED_CASH_WITHDRAWAL Is there a reason why my card was declined when I attempted to withdraw money?]
Why couldn't I make a withdrawal from the ATM?	[IN:DECLINED_CASH_WITHDRAWAL Why couldn't I make a withdrawal from the ATM?]
What exchange rate will I receive?	[IN:EXCHANGE_RATE What exchange rate will I receive?]
I wanted to transfer money to another account, but now I don't have to so I'd like to cancel said transfer. How can I do that?	[IN:CANCEL_TRANSFER I wanted to transfer money to another account, but now I don't have to so I'd like to cancel said transfer. How can I do that?]
I can't find the money I just added to my account.	[IN:PENDING_TOP_UP I can't find the money I just added to my account.]
I want to activate my new card.	[IN:ACTIVATE_MY_CARD I want to activate my new card.]
If my card was lost or stolen can I re-link it?	[IN:CARD_LINKING If my card was lost or stolen can I re-link it?]
Is it possible to link a new card?	[IN:CARD_LINKING Is it possible to link a new card?]
Where is the nearest Mastercard ATM?	[IN:ATM_SUPPORT Where is the nearest Mastercard ATM?]
I need you to stop the transfer I just started as soon as possible, I just realized it's not correct!	[IN:CANCEL_TRANSFER I need you to stop the transfer I just started as soon as possible, I just realized it's not correct!]
Why is there a fee for my transfer?	[IN:TRANSFER_FEE_CHARGED Why is there a fee for my transfer?]
A card has been sent to me, how do I track it?	[IN:CARD_ARRIVAL A card has been sent to me, how do I track it?]
Is it possible to access my phone from the hotel/	[IN:LOST_OR_STOLEN_PHONE Is it possible to access my phone from the hotel/]
My daughter needs an acount.	[IN:AGE_LIMIT My daughter needs an acount.]
I need to cancel a purchase that I made the other day.	[IN:REQUEST_REFUND I need to cancel a purchase that I made the other day.]
I noticed an extra fee when I paid with my card.	[IN:CARD_PAYMENT_FEE_CHARGED I noticed an extra fee when I paid with my card.]
Can friends I have top-up my account?	[IN:TOPPING_UP_BY_CARD Can friends I have top-up my account?]
how long until a cash withdrawal will show on my account	[IN:PENDING_CASH_WITHDRAWAL how long until a cash withdrawal will show on my account]
i needed money for a night out with the girls but i was declined, why?	[IN:DECLINED_CASH_WITHDRAWAL i needed money for a night out with the girls but i was declined, why?]
Hello. I checked my transactions and saw I was double charged for a restaurant visit. Can I get my money back?	[IN:TRANSACTION_CHARGED_TWICE Hello. I checked my transactions and saw I was double charged for a restaurant visit. Can I get my money back?]
Why was I charged a fee for transferring money	[IN:TRANSFER_FEE_CHARGED Why was I charged a fee for transferring money]
Is there a problem that makes my payments show pending?	[IN:PENDING_CARD_PAYMENT Is there a problem that makes my payments show pending?]
Can I order a card?	[IN:ORDER_PHYSICAL_CARD Can I order a card?]
Is it possible to exchange currencies?	[IN:EXCHANGE_VIA_APP Is it possible to exchange currencies?]
My app shows a money withdrawal that I did not do.	[IN:CASH_WITHDRAWAL_NOT_RECOGNISED My app shows a money withdrawal that I did not do.]
I would like to reactivate my card that I previously reported lost. I located the card this morning.	[IN:CARD_LINKING I would like to reactivate my card that I previously reported lost. I located the card this morning.]
My card payment wasn't declined	[IN:DECLINED_CARD_PAYMENT My card payment wasn't declined]
Do I have a choice for a Mastercard?	[IN:VISA_OR_MASTERCARD Do I have a choice for a Mastercard?]
Which ATMs take the card?	[IN:ATM_SUPPORT Which ATMs take the card?]
Please explain to me how to know where my funds are from.	[IN:VERIFY_SOURCE_OF_FUNDS Please explain to me how to know where my funds are from.]
I am just waiting for the transaction to be completed.	[IN:TRANSFER_NOT_RECEIVED_BY_RECIPIENT I am just waiting for the transaction to be completed.]
I made a transfer and was charged extra. Why?	[IN:TRANSFER_FEE_CHARGED I made a transfer and was charged extra. Why?]
Help me use American Express to add money to the account.	[IN:SUPPORTED_CARDS_AND_CURRENCIES Help me use American Express to add money to the account.]
Would you please unblock my pin? I don't know why, but it's blocked.	[IN:PIN_BLOCKED Would you please unblock my pin? I don't know why, but it's blocked.]
Even though I added money ey to the card, I couldn't use it	[IN:PENDING_TOP_UP Even though I added money ey to the card, I couldn't use it]
I need someone to find out where my money has gone to? It has disappeared. I completed a top up earlier and seen it had went through. Since it has now disappeared I need to know what's going on.	[IN:TOP_UP_REVERTED I need someone to find out where my money has gone to? It has disappeared. I completed a top up earlier and seen it had went through. Since it has now disappeared I need to know what's going on.]
Do I get to have one of those virtual cards I've heard about?	[IN:GETTING_VIRTUAL_CARD Do I get to have one of those virtual cards I've heard about?]
Please tell me the types of currency I can hold.	[IN:FIAT_CURRENCY_SUPPORT Please tell me the types of currency I can hold.]
How come my top-up didn't go through instantly, like it usually does?	[IN:PENDING_TOP_UP How come my top-up didn't go through instantly, like it usually does?]
I can't get my virtual card to work.	[IN:VIRTUAL_CARD_NOT_WORKING I can't get my virtual card to work.]
I need assistance with activating my new card.	[IN:ACTIVATE_MY_CARD I need assistance with activating my new card.]
Can you tell me what i need for the identity check?	[IN:VERIFY_MY_IDENTITY Can you tell me what i need for the identity check?]
I bought something and I take issue with the exchange rate applied.	[IN:CARD_PAYMENT_WRONG_EXCHANGE_RATE I bought something and I take issue with the exchange rate applied.]
do you have a fee for receiving a SEPA transfer?	[IN:TOP_UP_BY_BANK_TRANSFER_CHARGE do you have a fee for receiving a SEPA transfer?]
Do i have to wait to get the pin or can i set up a pin	[IN:GET_PHYSICAL_CARD Do i have to wait to get the pin or can i set up a pin]
I locked myself out of my account, how do I unblock my PIN?	[IN:PIN_BLOCKED I locked myself out of my account, how do I unblock my PIN?]
I put some cash into my account but it's not displaying that on my balance.	[IN:BALANCE_NOT_UPDATED_AFTER_CHEQUE_OR_CASH_DEPOSIT I put some cash into my account but it's not displaying that on my balance.]
If I'm getting my identity verified, what all do I need?	[IN:VERIFY_MY_IDENTITY If I'm getting my identity verified, what all do I need?]
Recently, a few weeks ago there was a transaction made on my account by some seller that I don't recognize. I am very certain that didn't happen  and will like for you to trace back to make sure.	[IN:DIRECT_DEBIT_PAYMENT_NOT_RECOGNISED Recently, a few weeks ago there was a transaction made on my account by some seller that I don't recognize. I am very certain that didn't happen  and will like for you to trace back to make sure.]
I'm not recognizing the card payment.	[IN:CARD_PAYMENT_NOT_RECOGNISED I'm not recognizing the card payment.]
I want to cancel the transaction I made earlier	[IN:CANCEL_TRANSFER I want to cancel the transaction I made earlier]
Hi, I was just checking over my card transactions and notice I was charged twice for a restaurant visit this week. Can you please remove one of these false charges from my account?	[IN:TRANSACTION_CHARGED_TWICE Hi, I was just checking over my card transactions and notice I was charged twice for a restaurant visit this week. Can you please remove one of these false charges from my account?]
How can I find out about an extra fee on my statement?	[IN:EXTRA_CHARGE_ON_STATEMENT How can I find out about an extra fee on my statement?]
How do I verify my new card?	[IN:ACTIVATE_MY_CARD How do I verify my new card?]
Set a new PIN please.	[IN:CHANGE_PIN Set a new PIN please.]
I was charged the wrong exchange rate on a purchase	[IN:CARD_PAYMENT_WRONG_EXCHANGE_RATE I was charged the wrong exchange rate on a purchase]
I think I am having an issue with withdraws on my card. It was declined on the way to work this morning. This hasn't happened in the past.	[IN:DECLINED_CASH_WITHDRAWAL I think I am having an issue with withdraws on my card. It was declined on the way to work this morning. This hasn't happened in the past.]
Report stolen card	[IN:LOST_OR_STOLEN_CARD Report stolen card]
Hi, i was checking my old statements and found a discrepancy with a large amount transaction. I am sure it was not done by me. Please let me know if i could raise a dispute as its very late.	[IN:DIRECT_DEBIT_PAYMENT_NOT_RECOGNISED Hi, i was checking my old statements and found a discrepancy with a large amount transaction. I am sure it was not done by me. Please let me know if i could raise a dispute as its very late.]
I wasn't applied the correct exchange rate when getting cash	[IN:WRONG_EXCHANGE_RATE_FOR_CASH_WITHDRAWAL I wasn't applied the correct exchange rate when getting cash]
How do you determine your exchange rates?	[IN:EXCHANGE_RATE How do you determine your exchange rates?]
It appears my transfer was declined.	[IN:DECLINED_TRANSFER It appears my transfer was declined.]
Help! I'm missing money, I deposited a cheque but its not showing on my balance.	[IN:BALANCE_NOT_UPDATED_AFTER_CHEQUE_OR_CASH_DEPOSIT Help! I'm missing money, I deposited a cheque but its not showing on my balance.]
Are there topping up fees if I have to transfer?	[IN:TOP_UP_BY_BANK_TRANSFER_CHARGE Are there topping up fees if I have to transfer?]
I need a second card on this account for my daughter.	[IN:GETTING_SPARE_CARD I need a second card on this account for my daughter.]
I think that the card is stolen.  What are my next steps?	[IN:LOST_OR_STOLEN_CARD I think that the card is stolen.  What are my next steps?]
Why do you need verification for my identity?	[IN:WHY_VERIFY_IDENTITY Why do you need verification for my identity?]
How much are the rates of exchange?	[IN:EXCHANGE_RATE How much are the rates of exchange?]
My payment has an incorrect exchange rate.	[IN:CARD_PAYMENT_WRONG_EXCHANGE_RATE My payment has an incorrect exchange rate.]
Am I able to open an account for my children?	[IN:AGE_LIMIT Am I able to open an account for my children?]
I want to get a Visa	[IN:VISA_OR_MASTERCARD I want to get a Visa]
Why was there a fee for paying by card?	[IN:CARD_PAYMENT_FEE_CHARGED Why was there a fee for paying by card?]
Why are my transfers getting declined?  I havent had a problem in the past.	[IN:DECLINED_TRANSFER Why are my transfers getting declined?  I havent had a problem in the past.]
I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It should not have been done so.	[IN:PENDING_TRANSFER I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It should not have been done so.]
I am unaware of what my password is.	[IN:PASSCODE_FORGOTTEN I am unaware of what my password is.]
I received less cash than the amount I specified in the ATM.	[IN:WRONG_AMOUNT_OF_CASH_RECEIVED I received less cash than the amount I specified in the ATM.]
What forms of payment do you accept?	[IN:SUPPORTED_CARDS_AND_CURRENCIES What forms of payment do you accept?]
How do I receive more physical cards	[IN:GETTING_SPARE_CARD How do I receive more physical cards]
I cannot view the refunded amount in my account.	[IN:REFUND_NOT_SHOWING_UP I cannot view the refunded amount in my account.]
My card is almost going to expire.	[IN:CARD_ABOUT_TO_EXPIRE My card is almost going to expire.]
$20 came out instead of $100	[IN:WRONG_AMOUNT_OF_CASH_RECEIVED $20 came out instead of $100]
Why has my payment been reversed?	[IN:REVERTED_CARD_PAYMENT? Why has my payment been reversed?]
what do I need to do if the ATM kept my card?	[IN:CARD_SWALLOWED what do I need to do if the ATM kept my card?]
Top-up is not working	[IN:TOP_UP_FAILED Top-up is not working]
Where in the app do I link a new card?	[IN:CARD_LINKING Where in the app do I link a new card?]
I got less cash at the ATM than I asked for. Why?	[IN:WRONG_AMOUNT_OF_CASH_RECEIVED I got less cash at the ATM than I asked for. Why?]
What should I do if I have used all of my PIN tries?	[IN:PIN_BLOCKED What should I do if I have used all of my PIN tries?]
With this app, will I be able to exchange currency?	[IN:EXCHANGE_VIA_APP With this app, will I be able to exchange currency?]
I need to cancel a transfer I made.	[IN:CANCEL_TRANSFER I need to cancel a transfer I made.]
Why hasn't my payment gone through?	[IN:PENDING_CARD_PAYMENT Why hasn't my payment gone through?]
I thought you offer crypto top up but it doesn't seem to be right ? Money just disappeared from my account, How it would work ?	[IN:TOP_UP_REVERTED I thought you offer crypto top up but it doesn't seem to be right ? Money just disappeared from my account, How it would work ?]
I exchange currencies a lot.  Can I get a discount?	[IN:EXCHANGE_CHARGE I exchange currencies a lot.  Can I get a discount?]
I transferred some money recently and saw a fee on my account, what's that for?	[IN:TRANSFER_FEE_CHARGED I transferred some money recently and saw a fee on my account, what's that for?]
My identity can't be verified for some reason	[IN:UNABLE_TO_VERIFY_IDENTITY My identity can't be verified for some reason]
I have checked my statements multiple times, but my refund that I requested a while back is not showing on my account. Is there a reason for this? Can I get some help getting my money back from this transaction?	[IN:REFUND_NOT_SHOWING_UP I have checked my statements multiple times, but my refund that I requested a while back is not showing on my account. Is there a reason for this? Can I get some help getting my money back from this transaction?]
My transfer is quite urgent, and finally worked out, but I've been waiting for it for quite some time. Can you tell me how long to expect to wait for it?	[IN:PENDING_TRANSFER My transfer is quite urgent, and finally worked out, but I've been waiting for it for quite some time. Can you tell me how long to expect to wait for it?]
I want to cancel my account.	[IN:TERMINATE_ACCOUNT I want to cancel my account.]
Am I able to use my account if the identity verification is not complete?	[IN:WHY_VERIFY_IDENTITY Am I able to use my account if the identity verification is not complete?]
If I lost my phone at the hotel, can I still use the app?	[IN:LOST_OR_STOLEN_PHONE If I lost my phone at the hotel, can I still use the app?]
Do I get charged for a top up from a European bank?	[IN:TOP_UP_BY_CARD_CHARGE Do I get charged for a top up from a European bank?]
Where is this card accepted?	[IN:CARD_ACCEPTANCE Where is this card accepted?]
Am I able to stop a transfer?	[IN:CANCEL_TRANSFER Am I able to stop a transfer?]
I have been trying to exchange this for crypto but the app won't work could you please help me?	[IN:BENEFICIARY_NOT_ALLOWED I have been trying to exchange this for crypto but the app won't work could you please help me?]
I want to transfer money using my credit card.	[IN:TOPPING_UP_BY_CARD I want to transfer money using my credit card.]
I can't remember what my password is	[IN:PASSCODE_FORGOTTEN I can't remember what my password is]
My cheque is taking a while	[IN:BALANCE_NOT_UPDATED_AFTER_CHEQUE_OR_CASH_DEPOSIT My cheque is taking a while]
I used my card to make a payment a while ago and its still pending, Why is it taking so long?	[IN:PENDING_CARD_PAYMENT I used my card to make a payment a while ago and its still pending, Why is it taking so long?]
I can't get into the app with the passcode.	[IN:PASSCODE_FORGOTTEN I can't get into the app with the passcode.]
I would like to retract my purchase.	[IN:REQUEST_REFUND I would like to retract my purchase.]
After my card expires what should I do?	[IN:CARD_ABOUT_TO_EXPIRE After my card expires what should I do?]
I was charged a fee for a transfer.	[IN:TRANSFER_FEE_CHARGED I was charged a fee for a transfer.]
My bag got stolen with all my cards. Can you please cancel my card and send a new one?	[IN:LOST_OR_STOLEN_CARD My bag got stolen with all my cards. Can you please cancel my card and send a new one?]
How old do you have to be?	[IN:AGE_LIMIT How old do you have to be?]
Will there be any fees for top ups?	[IN:TOP_UP_BY_CARD_CHARGE Will there be any fees for top ups?]
Why did I only get $20 now the full amount I wanted?	[IN:WRONG_AMOUNT_OF_CASH_RECEIVED Why did I only get $20 now the full amount I wanted?]
I contacted the seller for a direct refund last week but he still hasn't give me my money. What should I do?	[IN:REFUND_NOT_SHOWING_UP I contacted the seller for a direct refund last week but he still hasn't give me my money. What should I do?]
Is there such thing as top up by cheque?	[IN:TOP_UP_BY_CASH_OR_CHEQUE Is there such thing as top up by cheque?]
Where do I have access to a virtual card?	[IN:GETTING_VIRTUAL_CARD Where do I have access to a virtual card?]
Can I automatically top-up when traveling?	[IN:AUTOMATIC_TOP_UP Can I automatically top-up when traveling?]
I did not receive the correct amount for the exchange rate.	[IN:CARD_PAYMENT_WRONG_EXCHANGE_RATE I did not receive the correct amount for the exchange rate.]
I'm having problems with ID verification	[IN:UNABLE_TO_VERIFY_IDENTITY I'm having problems with ID verification]
I did not receive all of my cash back	[IN:WRONG_AMOUNT_OF_CASH_RECEIVED I did not receive all of my cash back]
What types of currencies do you accept?	[IN:SUPPORTED_CARDS_AND_CURRENCIES What types of currencies do you accept?]
I have a direct debit I didn't make	[IN:DIRECT_DEBIT_PAYMENT_NOT_RECOGNISED I have a direct debit I didn't make]
Do you know how I can verify that I did a top-up to my card?	[IN:VERIFY_TOP_UP Do you know how I can verify that I did a top-up to my card?]
What types of fiduciary currencies are supported for tenure and exchange?	[IN:FIAT_CURRENCY_SUPPORT What types of fiduciary currencies are supported for tenure and exchange?]
Will you charge me for topping up with a European card?	[IN:TOP_UP_BY_CARD_CHARGE Will you charge me for topping up with a European card?]
I would like to transfer money into my account.	[IN:TRANSFER_INTO_ACCOUNT I would like to transfer money into my account.]
How long does it take for cards to be delivered after ordering them?	[IN:CARD_DELIVERY_ESTIMATE How long does it take for cards to be delivered after ordering them?]
I requested a refund from a merchant but don't see the money in my account.  Are you able to check with the merchant or process the refund manually?	[IN:REFUND_NOT_SHOWING_UP I requested a refund from a merchant but don't see the money in my account.  Are you able to check with the merchant or process the refund manually?]
