utterance	output
what flights are available from atlanta to oakland with one way economy fares	[IN:ATIS_FLIGHT what flights are available from [SL:FROMLOC.CITY_NAME atlanta] to [SL:TOLOC.CITY_NAME oakland] with [SL:ROUND_TRIP one way] [SL:ECONOMY economy] fares]
what planes does united use	[IN:ATIS_AIRCRAFT what planes does [SL:AIRLINE_NAME united] use]
show me the flights from denver to las vegas	[IN:ATIS_FLIGHT show me the flights from [SL:FROMLOC.CITY_NAME denver] to [SL:TOLOC.CITY_NAME las vegas]]
list the flights between san jose and houston	[IN:ATIS_FLIGHT list the flights between [SL:FROMLOC.CITY_NAME san jose] and [SL:TOLOC.CITY_NAME houston]]
find me flights that are nonstop between boston and dallas	[IN:ATIS_FLIGHT find me flights that are [SL:FLIGHT_STOP nonstop] between [SL:FROMLOC.CITY_NAME boston] and [SL:TOLOC.CITY_NAME dallas]]
find the cheapest one way fare from boston to oakland	[IN:ATIS_AIRFARE find the [SL:COST_RELATIVE cheapest] [SL:ROUND_TRIP one way] fare from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME oakland]]
i'd like a flight tomorrow from san diego to toronto	[IN:ATIS_FLIGHT i'd like a flight [SL:DEPART_DATE.TODAY_RELATIVE tomorrow] from [SL:FROMLOC.CITY_NAME san diego] to [SL:TOLOC.CITY_NAME toronto]]
what are the flights from kansas city to burbank on saturday may twenty two on america west	[IN:ATIS_FLIGHT what are the flights from [SL:FROMLOC.CITY_NAME kansas city] to [SL:TOLOC.CITY_NAME burbank] on [SL:DEPART_DATE.DAY_NAME saturday] [SL:DEPART_DATE.MONTH_NAME may] [SL:DEPART_DATE.DAY_NUMBER twenty two] on [SL:AIRLINE_NAME america west]]
show me the flights from philadelphia to baltimore	[IN:ATIS_FLIGHT show me the flights from [SL:FROMLOC.CITY_NAME philadelphia] to [SL:TOLOC.CITY_NAME baltimore]]
what are the early weekday flights from san francisco to pittsburgh	[IN:ATIS_FLIGHT what are the [SL:FLIGHT_MOD early] weekday flights from [SL:FROMLOC.CITY_NAME san francisco] to [SL:TOLOC.CITY_NAME pittsburgh]]
flights from indianapolis to seattle washington	[IN:ATIS_FLIGHT flights from [SL:FROMLOC.CITY_NAME indianapolis] to [SL:TOLOC.CITY_NAME seattle] [SL:TOLOC.STATE_NAME washington]]
flights from atlanta to washington dc on thursday morning	[IN:ATIS_FLIGHT flights from [SL:FROMLOC.CITY_NAME atlanta] to [SL:TOLOC.CITY_NAME washington] [SL:TOLOC.STATE_CODE dc] on [SL:DEPART_DATE.DAY_NAME thursday] [SL:DEPART_TIME.PERIOD_OF_DAY morning]]
flights from phoenix to las vegas	[IN:ATIS_FLIGHT flights from [SL:FROMLOC.CITY_NAME phoenix] to [SL:TOLOC.CITY_NAME las vegas]]
now show me the flights from denver to philadelphia on a saturday	[IN:ATIS_FLIGHT now show me the flights from [SL:FROMLOC.CITY_NAME denver] to [SL:TOLOC.CITY_NAME philadelphia] on a [SL:DEPART_DATE.DAY_NAME saturday]]
please give me the prices for all flights from philadelphia to denver airport next sunday	[IN:ATIS_AIRFARE please give me the prices for all flights from [SL:FROMLOC.CITY_NAME philadelphia] to [SL:TOLOC.AIRPORT_NAME denver airport] [SL:DEPART_DATE.DATE_RELATIVE next] [SL:DEPART_DATE.DAY_NAME sunday]]
show me the flights from baltimore to boston	[IN:ATIS_FLIGHT show me the flights from [SL:FROMLOC.CITY_NAME baltimore] to [SL:TOLOC.CITY_NAME boston]]
on eastern flight 825 flying from atlanta to denver can you tell me what type of aircraft is used on a flight when it leaves at 555	[IN:ATIS_FLIGHT on [SL:AIRLINE_NAME eastern] flight [SL:FLIGHT_NUMBER 825] flying from [SL:FROMLOC.CITY_NAME atlanta] to [SL:TOLOC.CITY_NAME denver] can you tell me what type of aircraft is used on a flight when it leaves at [SL:DEPART_TIME.TIME 555]]
what flights from burbank to milwaukee leave burbank tomorrow	[IN:ATIS_FLIGHT what flights from [SL:FROMLOC.CITY_NAME burbank] to [SL:TOLOC.CITY_NAME milwaukee] leave [SL:FROMLOC.CITY_NAME burbank] [SL:DEPART_DATE.TODAY_RELATIVE tomorrow]]
show all airlines flying from pittsburgh to san francisco	[IN:ATIS_AIRLINE show all airlines flying from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME san francisco]]
is there ground transportation from the milwaukee airport to the downtown area	[IN:ATIS_GROUND_SERVICE is there ground transportation from the [SL:AIRPORT_NAME milwaukee airport] to the downtown area]
i want to fly from atlanta to philadelphia nonstop	[IN:ATIS_FLIGHT i want to fly from [SL:FROMLOC.CITY_NAME atlanta] to [SL:TOLOC.CITY_NAME philadelphia] [SL:FLIGHT_STOP nonstop]]
what is the cheapest flight from washington to san francisco on friday	[IN:ATIS_FLIGHT what is the [SL:COST_RELATIVE cheapest] flight from [SL:FROMLOC.CITY_NAME washington] to [SL:TOLOC.CITY_NAME san francisco] on [SL:DEPART_DATE.DAY_NAME friday]]
could you give me the schedule of flights for american and delta to dfw on august fifteenth	[IN:ATIS_FLIGHT_TIME could you give me the [SL:FLIGHT_TIME schedule] of flights for american and [SL:AIRLINE_NAME delta] to [SL:TOLOC.AIRPORT_CODE dfw] on [SL:DEPART_DATE.MONTH_NAME august] [SL:DEPART_DATE.DAY_NUMBER fifteenth]]
what is the cost for these flights from baltimore to philadelphia	[IN:ATIS_AIRFARE what is the cost for these flights from [SL:FROMLOC.CITY_NAME baltimore] to [SL:TOLOC.CITY_NAME philadelphia]]
i want to travel from philadelphia to san francisco with a stopover in dallas	[IN:ATIS_FLIGHT i want to travel from [SL:FROMLOC.CITY_NAME philadelphia] to [SL:TOLOC.CITY_NAME san francisco] with a stopover in [SL:STOPLOC.CITY_NAME dallas]]
show me all flights both direct and connecting from dallas fort worth to either san francisco or oakland that depart after 7 pm	[IN:ATIS_FLIGHT show me all flights both direct and connecting from [SL:FROMLOC.CITY_NAME dallas f[SL:OR or]t w[SL:OR or]th] to either san francisco [SL:OR or] [SL:TOLOC.CITY_NAME oakland] that depart [SL:DEPART_TIME.TIME_RELATIVE after] [SL:DEPART_TIME.TIME 7 pm]]
show me all flights from pittsburgh to dallas	[IN:ATIS_FLIGHT show me all flights from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME dallas]]
dallas to san francisco leaving after 4 in the afternoon please	[IN:ATIS_FLIGHT [SL:FROMLOC.CITY_NAME dallas] to [SL:TOLOC.CITY_NAME san francisco] leaving [SL:DEPART_TIME.TIME_RELATIVE after] [SL:DEPART_TIME.TIME 4] in the [SL:DEPART_TIME.TIME_RELATIVE after]noon please]
i'm trying to make a connection between denver and san francisco does delta airline fly between those two	[IN:ATIS_FLIGHT i'm trying to make a connection between [SL:FROMLOC.CITY_NAME denver] and [SL:TOLOC.CITY_NAME san francisco] does [SL:AIRLINE_NAME delta airline] fly between those two]
is there a flight around 3 pm from charlotte to minneapolis	[IN:ATIS_FLIGHT is there a flight [SL:DEPART_TIME.TIME_RELATIVE around] [SL:DEPART_TIME.TIME 3 pm] from [SL:FROMLOC.CITY_NAME charlotte] to [SL:TOLOC.CITY_NAME minneapolis]]
flights from long beach to nashville	[IN:ATIS_FLIGHT flights from [SL:FROMLOC.CITY_NAME long beach] to [SL:TOLOC.CITY_NAME nashville]]
what is the cheapest flight from long beach to memphis	[IN:ATIS_FLIGHT what is the [SL:COST_RELATIVE cheapest] flight from [SL:FROMLOC.CITY_NAME long beach] to [SL:TOLOC.CITY_NAME memphis]]
show me all the flights from boston to denver that serve lunch	[IN:ATIS_FLIGHT show me all the flights from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME denver] that serve [SL:MEAL_DESCRIPTION lunch]]
what is the latest flight leaving newark for los angeles wednesday	[IN:ATIS_FLIGHT what is the [SL:FLIGHT_MOD latest] flight leaving [SL:FROMLOC.CITY_NAME newark] for [SL:TOLOC.CITY_NAME los angeles] [SL:DEPART_DATE.DAY_NAME wednesday]]
flight from philadelphia to dallas arriving before 4 pm on saturday	[IN:ATIS_FLIGHT flight from [SL:FROMLOC.CITY_NAME philadelphia] to [SL:TOLOC.CITY_NAME dallas] arriving [SL:ARRIVE_TIME.TIME_RELATIVE before] [SL:ARRIVE_TIME.TIME 4 pm] on [SL:ARRIVE_DATE.DAY_NAME saturday]]
what is fare code f	[IN:ATIS_ABBREVIATION what is [SL:FARE_BASIS_CODE f]are code [SL:FARE_BASIS_CODE f]]
how many fare codes belong to economy class	[IN:ATIS_QUANTITY how many fare codes belong to [SL:ECONOMY economy class]]
show me the cheapest round trip fare from baltimore to dallas	[IN:ATIS_AIRFARE show me the [SL:COST_RELATIVE cheapest] [SL:ROUND_TRIP round trip] fare from [SL:FROMLOC.CITY_NAME baltimore] to [SL:TOLOC.CITY_NAME dallas]]
which northwest flights stop in denver before noon	[IN:ATIS_FLIGHT which [SL:AIRLINE_NAME northwest] flights stop in [SL:STOPLOC.CITY_NAME denver] [SL:DEPART_TIME.TIME_RELATIVE before] [SL:DEPART_TIME.TIME noon]]
what are the most expensive first class tickets between atlanta and dallas	[IN:ATIS_AIRFARE what are the [SL:COST_RELATIVE most expensive] [SL:CLASS_TYPE first class] tickets between [SL:FROMLOC.CITY_NAME atlanta] and [SL:TOLOC.CITY_NAME dallas]]
fly from denver to philadelphia on continental	[IN:ATIS_FLIGHT fly from [SL:FROMLOC.CITY_NAME denver] to [SL:TOLOC.CITY_NAME philadelphia] on [SL:AIRLINE_NAME continental]]
give me nonstop flights from new york city to las vegas	[IN:ATIS_FLIGHT give me [SL:FLIGHT_STOP nonstop] flights from [SL:FROMLOC.CITY_NAME new york city] to [SL:TOLOC.CITY_NAME las vegas]]
what is the cheapest fare one way between pittsburgh and denver	[IN:ATIS_AIRFARE what is the [SL:COST_RELATIVE cheapest] fare [SL:ROUND_TRIP one way] between [SL:FROMLOC.CITY_NAME pittsburgh] and [SL:TOLOC.CITY_NAME denver]]
list daily flights from oakland to boston using continental airlines	[IN:ATIS_FLIGHT list [SL:FLIGHT_DAYS daily] flights from [SL:FROMLOC.CITY_NAME oakland] to [SL:TOLOC.CITY_NAME boston] using [SL:AIRLINE_NAME continental airlines]]
what is the earliest flight that i can get from bwi to boston logan	[IN:ATIS_FLIGHT what is the [SL:FLIGHT_MOD earliest] flight that i can get from [SL:FROMLOC.AIRPORT_CODE bwi] to [SL:TOLOC.CITY_NAME boston] [SL:TOLOC.AIRPORT_NAME logan]]
what northwest airline flights leave denver before noon	[IN:ATIS_FLIGHT what [SL:AIRLINE_NAME northwest airline] flights leave [SL:FROMLOC.CITY_NAME denver] [SL:DEPART_TIME.TIME_RELATIVE before] [SL:DEPART_TIME.TIME noon]]
list the nonstop flights from denver to washington dc	[IN:ATIS_FLIGHT list the [SL:FLIGHT_STOP nonstop] flights from [SL:FROMLOC.CITY_NAME denver] to [SL:TOLOC.CITY_NAME washington] [SL:TOLOC.STATE_CODE dc]]
i would like a nonstop flight between pittsburgh and philadelphia leaving in the afternoon and arriving in the vicinity of 5 pm	[IN:ATIS_FLIGHT i would like a [SL:FLIGHT_STOP nonstop] flight between [SL:FROMLOC.CITY_NAME pittsburgh] and [SL:TOLOC.CITY_NAME philadelphia] leaving in the [SL:ARRIVE_TIME.PERIOD_OF_DAY afternoon] and arriving in the [SL:ARRIVE_TIME.TIME_RELATIVE vicinity] of [SL:ARRIVE_TIME.TIME 5 pm]]
show me the flights from pittsburgh to baltimore	[IN:ATIS_FLIGHT show me the flights from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME baltimore]]
do i get a meal on the atlanta to bwi flight eastern 210	[IN:ATIS_MEAL do i get a [SL:MEAL meal] on the [SL:FROMLOC.CITY_NAME atlanta] to [SL:TOLOC.AIRPORT_CODE bwi] flight [SL:AIRLINE_NAME eastern] [SL:FLIGHT_NUMBER 210]]
is there an atlanta flight to denver connecting	[IN:ATIS_FLIGHT is there an [SL:FROMLOC.CITY_NAME atlanta] flight to [SL:TOLOC.CITY_NAME denver] [SL:CONNECT connecting]]
what is the cheapest one way ticket from denver to pittsburgh	[IN:ATIS_AIRFARE what is the [SL:COST_RELATIVE cheapest] [SL:ROUND_TRIP one way] ticket from [SL:FROMLOC.CITY_NAME denver] to [SL:TOLOC.CITY_NAME pittsburgh]]
i want to go between boston and washington early in the morning	[IN:ATIS_FLIGHT i want to go between [SL:FROMLOC.CITY_NAME boston] and [SL:TOLOC.CITY_NAME washington] [SL:DEPART_TIME.PERIOD_MOD early] in the [SL:DEPART_TIME.PERIOD_OF_DAY morning]]
what are the flights from boston to san francisco	[IN:ATIS_FLIGHT what are the flights from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME san francisco]]
what's the last flight leaving from pittsburgh to oakland	[IN:ATIS_FLIGHT what's the [SL:FLIGHT_MOD last] flight leaving from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME oakland]]
all round trip flights between new york and miami that are first class	[IN:ATIS_FLIGHT all [SL:ROUND_TRIP round trip] flights between [SL:FROMLOC.CITY_NAME new york] and [SL:TOLOC.CITY_NAME miami] that are [SL:CLASS_TYPE first class]]
show me the flights from boston to pittsburgh on wednesdays and thursdays	[IN:ATIS_FLIGHT show me the flights from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME pittsburgh] on wednesdays and [SL:DEPART_DATE.DAY_NAME thursdays]]
what are the flights on january first 1992 from boston to san francisco	[IN:ATIS_FLIGHT what are the flights on [SL:DEPART_DATE.MONTH_NAME january] [SL:DEPART_DATE.DAY_NUMBER first] [SL:DEPART_DATE.YEAR 1992] from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME san francisco]]
i'd like to have flight from denver to pittsburgh	[IN:ATIS_FLIGHT i'd like to have flight from [SL:FROMLOC.CITY_NAME denver] to [SL:TOLOC.CITY_NAME pittsburgh]]
show me all flights arriving to denver from oakland	[IN:ATIS_FLIGHT show me all flights arriving to [SL:TOLOC.CITY_NAME denver] from [SL:FROMLOC.CITY_NAME oakland]]
give me the flights from milwaukee to st. louis leaving sunday morning	[IN:ATIS_FLIGHT give me the flights from [SL:FROMLOC.CITY_NAME milwaukee] to [SL:TOLOC.CITY_NAME st. louis] leaving [SL:DEPART_DATE.DAY_NAME sunday] [SL:DEPART_TIME.PERIOD_OF_DAY morning]]
yes what flights will be used on july seventh in the morning from atlanta to boston	[IN:ATIS_FLIGHT yes what flights will be used on [SL:DEPART_DATE.MONTH_NAME july] [SL:DEPART_DATE.DAY_NUMBER seventh] in the [SL:DEPART_TIME.PERIOD_OF_DAY morning] from [SL:FROMLOC.CITY_NAME atlanta] to [SL:TOLOC.CITY_NAME boston]]
show me the flights from new york to los angeles with stop in milwaukee	[IN:ATIS_FLIGHT show me the flights from [SL:FROMLOC.CITY_NAME new york] to [SL:TOLOC.CITY_NAME los angeles] with stop in [SL:STOPLOC.CITY_NAME milwaukee]]
show me flights from pittsburgh to san francisco	[IN:ATIS_FLIGHT show me flights from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME san francisco]]
round trip houston to las vegas nonstop	[IN:ATIS_FLIGHT [SL:ROUND_TRIP round trip] [SL:FROMLOC.CITY_NAME houston] to [SL:TOLOC.CITY_NAME las vegas] [SL:FLIGHT_STOP nonstop]]
what is the earliest flight from ontario to memphis	[IN:ATIS_FLIGHT what is the [SL:FLIGHT_MOD earliest] flight from [SL:FROMLOC.CITY_NAME ontario] to [SL:TOLOC.CITY_NAME memphis]]
what's the lowest round trip fare from dallas to atlanta	[IN:ATIS_AIRFARE what's the [SL:COST_RELATIVE lowest] [SL:ROUND_TRIP round trip] fare from [SL:FROMLOC.CITY_NAME dallas] to [SL:TOLOC.CITY_NAME atlanta]]
what flights are available from denver to philadelphia on wednesday	[IN:ATIS_FLIGHT what flights are available from [SL:FROMLOC.CITY_NAME denver] to [SL:TOLOC.CITY_NAME philadelphia] on [SL:DEPART_DATE.DAY_NAME wednesday]]
show me airlines going from pittsburgh going to denver and then continuing to san francisco on monday	[IN:ATIS_AIRLINE show me airlines going from [SL:FROMLOC.CITY_NAME pittsburgh] going to denver and then continuing to [SL:TOLOC.CITY_NAME san francisco] on [SL:DEPART_DATE.DAY_NAME monday]]
please show me all the flights from indianapolis to san diego tomorrow	[IN:ATIS_FLIGHT please show me all the flights from [SL:FROMLOC.CITY_NAME indianapolis] to [SL:TOLOC.CITY_NAME san diego] [SL:DEPART_DATE.TODAY_RELATIVE tomorrow]]
all flights and fares from denver to pittsburgh on us air number 1039 on a thursday	[IN:ATIS_FLIGHT#ATIS_AIRFARE all flights and fares from [SL:FROMLOC.CITY_NAME denver] to [SL:TOLOC.CITY_NAME pittsburgh] on [SL:AIRLINE_NAME us air] number [SL:FLIGHT_NUMBER 1039] on a [SL:DEPART_DATE.DAY_NAME thursday]]
list least expensive flight from dallas to baltimore	[IN:ATIS_FLIGHT list [SL:COST_RELATIVE least expensive] flight from [SL:FROMLOC.CITY_NAME dallas] to [SL:TOLOC.CITY_NAME baltimore]]
give me the flights from pittsburgh to los angeles thursday evening	[IN:ATIS_FLIGHT give me the flights from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME los angeles] [SL:DEPART_DATE.DAY_NAME thursday] [SL:DEPART_TIME.PERIOD_OF_DAY evening]]
how much is a first class ticket from washington to san francisco leaving on friday	[IN:ATIS_AIRFARE how much is a [SL:CLASS_TYPE first class] ticket from [SL:FROMLOC.CITY_NAME washington] to [SL:TOLOC.CITY_NAME san francisco] leaving on [SL:DEPART_DATE.DAY_NAME friday]]
give me the least expensive first class round trip ticket on us air from cleveland to miami	[IN:ATIS_AIRFARE give me the [SL:COST_RELATIVE least expensive] [SL:CLASS_TYPE first class] [SL:ROUND_TRIP round trip] ticket on [SL:AIRLINE_NAME us air] from [SL:FROMLOC.CITY_NAME cleveland] to [SL:TOLOC.CITY_NAME miami]]
okay i need to get a flight from houston to seattle	[IN:ATIS_FLIGHT okay i need to get a flight from [SL:FROMLOC.CITY_NAME houston] to [SL:TOLOC.CITY_NAME seattle]]
what are the flights from kansas city to burbank on saturday may twenty two on southwest	[IN:ATIS_FLIGHT what are the flights from [SL:FROMLOC.CITY_NAME kansas city] to [SL:TOLOC.CITY_NAME burbank] on [SL:DEPART_DATE.DAY_NAME saturday] [SL:DEPART_DATE.MONTH_NAME may] [SL:DEPART_DATE.DAY_NUMBER twenty two] on [SL:AIRLINE_NAME southwest]]
please list the flight times from newark to boston	[IN:ATIS_FLIGHT_TIME please list the [SL:FLIGHT_TIME flight times] from [SL:FROMLOC.CITY_NAME newark] to [SL:TOLOC.CITY_NAME boston]]
all flights from boston to washington	[IN:ATIS_FLIGHT all flights from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME washington]]
show me fares less than 400 dollars for flights from dallas to baltimore	[IN:ATIS_AIRFARE show me fares [SL:COST_RELATIVE less] than [SL:FARE_AMOUNT 400 dollars] for flights from [SL:FROMLOC.CITY_NAME dallas] to [SL:TOLOC.CITY_NAME baltimore]]
a first class flight to san francisco on american airlines tuesday next week	[IN:ATIS_FLIGHT a [SL:CLASS_TYPE first class] flight to [SL:TOLOC.CITY_NAME san francisco] on [SL:AIRLINE_NAME american airlines] [SL:DEPART_DATE.DAY_NAME tuesday] [SL:DEPART_DATE.DATE_RELATIVE next] week]
show all flights between san francisco and philadelphia for september fifteenth	[IN:ATIS_FLIGHT show all flights between [SL:FROMLOC.CITY_NAME san francisco] and [SL:TOLOC.CITY_NAME philadelphia] for [SL:DEPART_DATE.MONTH_NAME september] [SL:DEPART_DATE.DAY_NUMBER fifteenth]]
what is the earliest american airlines flight leaving philadelphia for dallas	[IN:ATIS_FLIGHT what is the [SL:FLIGHT_MOD earliest] [SL:AIRLINE_NAME american airlines] flight leaving [SL:FROMLOC.CITY_NAME philadelphia] for [SL:TOLOC.CITY_NAME dallas]]
i want all flights from atlanta to washington dc on thursday	[IN:ATIS_FLIGHT i want all flights from [SL:FROMLOC.CITY_NAME atlanta] to [SL:TOLOC.CITY_NAME washington] [SL:TOLOC.STATE_CODE dc] on [SL:DEPART_DATE.DAY_NAME thursday]]
what is the earliest flight from boston to philadelphia	[IN:ATIS_FLIGHT what is the [SL:FLIGHT_MOD earliest] flight from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME philadelphia]]
show me the flights from baltimore to atlanta	[IN:ATIS_FLIGHT show me the flights from [SL:FROMLOC.CITY_NAME baltimore] to [SL:TOLOC.CITY_NAME atlanta]]
i need to fly from washington to san francisco but i'd like to stop over at dallas can you tell me a schedule of flights that will do that	[IN:ATIS_FLIGHT i need to fly from [SL:FROMLOC.CITY_NAME washington] to [SL:TOLOC.CITY_NAME san francisco] but i'd like to stop over at [SL:STOPLOC.CITY_NAME dallas] can you tell me a [SL:FLIGHT_TIME schedule] of flights that will do that]
i would like to know if i fly on american flight number 813 from boston to oakland if i will stop enroute at another city	[IN:ATIS_FLIGHT i would like to know if i fly on [SL:AIRLINE_NAME american] flight [SL:FLIGHT_NUMBER number] 813 from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME oakland] if i will stop enroute at another city]
is there an airport limousine at the atlanta airport	[IN:ATIS_GROUND_SERVICE is there an [SL:TRANSPORT_TYPE airport limousine] at the [SL:AIRPORT_NAME atlanta airport]]
please list the morning flights from kansas city to atlanta	[IN:ATIS_FLIGHT please list the [SL:DEPART_TIME.PERIOD_OF_DAY morning] flights from [SL:FROMLOC.CITY_NAME kansas city] to [SL:TOLOC.CITY_NAME atlanta]]
from denver to baltimore	[IN:ATIS_FLIGHT from [SL:FROMLOC.CITY_NAME denver] to [SL:TOLOC.CITY_NAME baltimore]]
what's the cheapest one way flight from denver to pittsburgh	[IN:ATIS_FLIGHT what's the [SL:COST_RELATIVE cheapest] [SL:ROUND_TRIP one way] flight from [SL:FROMLOC.CITY_NAME denver] to [SL:TOLOC.CITY_NAME pittsburgh]]
show me one way flights from milwaukee to orlando leaving on wednesday morning	[IN:ATIS_FLIGHT show me [SL:ROUND_TRIP one way] flights from [SL:FROMLOC.CITY_NAME milwaukee] to [SL:TOLOC.CITY_NAME orlando] leaving on [SL:DEPART_DATE.DAY_NAME wednesday] [SL:DEPART_TIME.PERIOD_OF_DAY morning]]
what are the flights from cleveland to indianapolis on wednesday may twelfth on either twa delta or continental	[IN:ATIS_FLIGHT what are the flights from [SL:FROMLOC.CITY_NAME cleveland] to [SL:TOLOC.CITY_NAME indianapolis] on [SL:DEPART_DATE.DAY_NAME wednesday] [SL:DEPART_DATE.MONTH_NAME may] [SL:DEPART_DATE.DAY_NUMBER twelfth] on either [SL:AIRLINE_CODE twa] delta [SL:OR or] [SL:AIRLINE_NAME continental]]
how many cities are served by continental with first class flights	[IN:ATIS_QUANTITY how many cities are served by [SL:AIRLINE_NAME continental] with [SL:CLASS_TYPE first class] flights]
eastern flight 825 from atlanta to denver leaving at 555 what type of aircraft is used on that flight	[IN:ATIS_FLIGHT [SL:AIRLINE_NAME eastern] flight [SL:FLIGHT_NUMBER 825] from [SL:FROMLOC.CITY_NAME atlanta] to [SL:TOLOC.CITY_NAME denver] leaving at [SL:DEPART_TIME.TIME 555] what type of aircraft is used on that flight]
show me the flights leaving from love field	[IN:ATIS_FLIGHT show me the flights leaving from [SL:FROMLOC.AIRPORT_NAME love field]]
what's the next smallest plane after a turboprop	[IN:ATIS_AIRCRAFT what's the next [SL:MOD smallest] plane after a turboprop]
give me the flights from baltimore to pittsburgh	[IN:ATIS_FLIGHT give me the flights from [SL:FROMLOC.CITY_NAME baltimore] to [SL:TOLOC.CITY_NAME pittsburgh]]
information on american airline flights from washington to philadelphia early morning times of flight	[IN:ATIS_FLIGHT information on [SL:AIRLINE_NAME american airline] flights from [SL:FROMLOC.CITY_NAME washington] to [SL:TOLOC.CITY_NAME philadelphia] early [SL:DEPART_TIME.PERIOD_OF_DAY morning] [SL:FLIGHT_TIME times of flight]]
show me flights from baltimore to philadelphia	[IN:ATIS_FLIGHT show me flights from [SL:FROMLOC.CITY_NAME baltimore] to [SL:TOLOC.CITY_NAME philadelphia]]
on the flight from baltimore to san francisco on us air leaving at 420 what type of aircraft is used	[IN:ATIS_FLIGHT on the flight from [SL:FROMLOC.CITY_NAME baltimore] to [SL:TOLOC.CITY_NAME san francisco] on [SL:AIRLINE_NAME us air] leaving at [SL:DEPART_TIME.TIME 420] what type of aircraft is used]
i'd like the earliest flight information from boston to san francisco with a meal	[IN:ATIS_FLIGHT i'd like the [SL:FLIGHT_MOD earliest] flight information from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME san francisco] with a [SL:MEAL meal]]
which airlines have first class flights today	[IN:ATIS_AIRLINE which airlines have [SL:CLASS_TYPE first class] flights [SL:DEPART_DATE.TODAY_RELATIVE today]]
show me ground transportation information for pittsburgh	[IN:ATIS_GROUND_SERVICE show me ground transportation information for [SL:CITY_NAME pittsburgh]]
i want to fly from detroit to st. petersburg on northwest airlines and leave around 9 am tell me what aircraft are used by this flight and tell me the flight number	[IN:ATIS_AIRCRAFT#ATIS_FLIGHT#ATIS_FLIGHT_NO i want to fly from [SL:FROMLOC.CITY_NAME detroit] to [SL:TOLOC.CITY_NAME st. petersburg] on [SL:AIRLINE_NAME northwest airlines] and leave [SL:DEPART_TIME.TIME_RELATIVE around] [SL:DEPART_TIME.TIME 9 am] tell me what aircraft are used by this flight and tell me the flight number]
show me all flights that go from new york to miami on tuesday and go from miami to new york on sunday	[IN:ATIS_FLIGHT show me all flights that go from [SL:TOLOC.CITY_NAME new york] to [SL:FROMLOC.CITY_NAME miami] on tuesday and go from [SL:FROMLOC.CITY_NAME miami] to [SL:TOLOC.CITY_NAME new york] on [SL:DEPART_DATE.DAY_NAME sunday]]
information on flights from pittsburgh to philadelphia	[IN:ATIS_FLIGHT information on flights from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME philadelphia]]
show me all flights from philadelphia to san francisco with one stop in dallas	[IN:ATIS_FLIGHT show me all flights from [SL:FROMLOC.CITY_NAME philadelphia] to [SL:TOLOC.CITY_NAME san francisco] with [SL:FLIGHT_STOP one stop] in [SL:STOPLOC.CITY_NAME dallas]]
show me flights from denver to dc on wednesday	[IN:ATIS_FLIGHT show me flights from [SL:FROMLOC.CITY_NAME denver] to [SL:TOLOC.STATE_CODE dc] on [SL:DEPART_DATE.DAY_NAME wednesday]]
can you list all round trip flights from orlando to kansas city and then to minneapolis	[IN:ATIS_FLIGHT can you list all [SL:ROUND_TRIP round trip] flights from [SL:FROMLOC.CITY_NAME orlando] to kansas city and then to [SL:TOLOC.CITY_NAME minneapolis]]
show me the flights from love field	[IN:ATIS_FLIGHT show me the flights from [SL:FROMLOC.AIRPORT_NAME love field]]
i want a nonstop flight from indianapolis to toronto that leaves thursday morning	[IN:ATIS_FLIGHT i want a [SL:FLIGHT_STOP nonstop] flight from [SL:FROMLOC.CITY_NAME indianapolis] to [SL:TOLOC.CITY_NAME toronto] that leaves [SL:ARRIVE_DATE.DAY_NAME thursday] [SL:ARRIVE_TIME.PERIOD_OF_DAY morning]]
show flights from denver to oakland arriving between 12 and 1 o'clock	[IN:ATIS_FLIGHT show flights from [SL:FROMLOC.CITY_NAME denver] to [SL:TOLOC.CITY_NAME oakland] arriving between [SL:ARRIVE_TIME.START_TIME 12] and [SL:ARRIVE_TIME.END_TIME 1 o'clock]]
